PROMPT_ID,PROMPT,GOLDEN_SQL_QUERY
89,Give me AR aging summary for all customers in Drive,"SELECT   c.CUSTOMER_NAME,   c.BRAND,   c.CUSTOMER_NETSUITE_ID,   SUM(CASE WHEN i.INVOICE_AGING_IN_DAYS_BUCKET = 'Current' THEN i.INVOICE_OPEN_AMOUNT_LOCAL ELSE 0 END) AS ""Current"",   SUM(CASE WHEN i.INVOICE_AGING_IN_DAYS_BUCKET = '30 days' THEN i.INVOICE_OPEN_AMOUNT_LOCAL ELSE 0 END) AS ""30 Day"",   SUM(CASE WHEN i.INVOICE_AGING_IN_DAYS_BUCKET = '60 days' THEN i.INVOICE_OPEN_AMOUNT_LOCAL ELSE 0 END) AS ""60 Day"",   SUM(CASE WHEN i.INVOICE_AGING_IN_DAYS_BUCKET = '90 days' THEN i.INVOICE_OPEN_AMOUNT_LOCAL ELSE 0 END) AS ""90 Day"",   SUM(CASE WHEN i.INVOICE_AGING_IN_DAYS_BUCKET = '>90 days' THEN i.INVOICE_OPEN_AMOUNT_LOCAL ELSE 0 END) AS "">90 Day"",   SUM(i.INVOICE_OPEN_AMOUNT_LOCAL) AS ""Total"" FROM FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_INVOICE i JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_CUSTOMER c ON i.AR_CUSTOMER_FK = c.AR_CUSTOMER_PK JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_GL_ACCOUNT g ON i.AR_GL_ACCOUNT_FK = g.AR_GL_ACCOUNT_PK WHERE   g.GL_ACCOUNT_NUMBER = '1300' AND   i.BUSINESS_UNIT = 'Drive' AND i.INVOICE_STATUS IN ('OPEN', 'PAST DUE') GROUP BY   c.CUSTOMER_NAME,   c.BRAND,   c.CUSTOMER_NETSUITE_ID"
90,Give me AR aging summary for all customers in subsidiary Canada,"SELECT   ac.CUSTOMER_NAME,   ac.BRAND,   ac.CUSTOMER_NETSUITE_ID,   SUM(CASE WHEN ai.INVOICE_AGING_IN_DAYS_BUCKET = 'Current' THEN ai.INVOICE_OPEN_AMOUNT_LOCAL ELSE 0 END) AS ""Current"",   SUM(CASE WHEN ai.INVOICE_AGING_IN_DAYS_BUCKET = '30 days' THEN ai.INVOICE_OPEN_AMOUNT_LOCAL ELSE 0 END) AS ""30 day"",   SUM(CASE WHEN ai.INVOICE_AGING_IN_DAYS_BUCKET = '60 days' THEN ai.INVOICE_OPEN_AMOUNT_LOCAL ELSE 0 END) AS ""60 day"",   SUM(CASE WHEN ai.INVOICE_AGING_IN_DAYS_BUCKET = '90 days' THEN ai.INVOICE_OPEN_AMOUNT_LOCAL ELSE 0 END) AS ""90 day"",   SUM(CASE WHEN ai.INVOICE_AGING_IN_DAYS_BUCKET = '>90 days' THEN ai.INVOICE_OPEN_AMOUNT_LOCAL ELSE 0 END) AS "">90 day"",   SUM(ai.INVOICE_OPEN_AMOUNT_LOCAL) AS ""Total"" FROM   FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_INVOICE ai JOIN   FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_CUSTOMER ac   ON ai.AR_CUSTOMER_FK = ac.AR_CUSTOMER_PK JOIN   FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_GL_ACCOUNT aga   ON ai.AR_GL_ACCOUNT_FK = aga.AR_GL_ACCOUNT_PK JOIN   FINCOPILOT_CDM_V3.COMMON.DIM_SUBSIDIARY ds   ON ai.SUBSIDIARY_FK = ds.SUBSIDIARY_PK WHERE   ds.SUBSIDIARY_NAME = 'DoorDash Technologies Canada, Inc.'   AND aga.GL_ACCOUNT_NUMBER = '1300' AND ai.INVOICE_STATUS IN ('OPEN', 'PAST DUE') GROUP BY   ac.CUSTOMER_NAME,   ac.BRAND,   ac.CUSTOMER_NETSUITE_ID"
91,Give me open invoices for collector Jessica Romano for customer Olo,"SELECT   ai.INVOICE_NUMBER,   ai.INVOICE_TRANSACTION_DATE,   ai.INVOICE_MEMO,   ai.INVOICE_STATUS,   ai.INVOICE_ORIGINAL_AMOUNT_LOCAL,   ai.INVOICE_OPEN_AMOUNT_LOCAL,   ai.INVOICE_DUE_AMOUNT_LOCAL,   ac.CUSTOMER_NAME,   ac.BRAND FROM   FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_INVOICE ai JOIN   FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_CUSTOMER ac   ON ai.AR_CUSTOMER_FK = ac.AR_CUSTOMER_PK JOIN   FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_GL_ACCOUNT aga   ON ai.AR_GL_ACCOUNT_FK = aga.AR_GL_ACCOUNT_PK WHERE   aga.GL_ACCOUNT_NUMBER = '1300'   AND ac.COLLECTOR_NAME = 'Jessica Romano'   AND ai.INVOICE_STATUS IN ('OPEN', 'PAST DUE') AND ( REGEXP_REPLACE(UPPER(ac.CUSTOMER_NAME), '[^a-zA-Z0-9]', '') LIKE 'OLO%' OR REGEXP_REPLACE(UPPER(ac.BRAND), '[^a-zA-Z0-9]', '') LIKE 'OLO%' );"
92,Give me the AR Aging Detail for all customers in Drive,"SELECT ai.INVOICE_NUMBER, ac.CUSTOMER_NAME, ac.CUSTOMER_NETSUITE_ID, ac.BRAND, ai.INVOICE_TRANSACTION_DATE, ai.INVOICE_MEMO, ai.INVOICE_STATUS, ai.INVOICE_ORIGINAL_AMOUNT_LOCAL, ai.INVOICE_OPEN_AMOUNT_LOCAL, ai.INVOICE_AGING_IN_DAYS, ai.INVOICE_AGING_IN_DAYS_BUCKET FROM FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_INVOICE ai JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_CUSTOMER ac ON ai.AR_CUSTOMER_FK = ac.AR_CUSTOMER_PK JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_GL_ACCOUNT aga ON ai.AR_GL_ACCOUNT_FK = aga.AR_GL_ACCOUNT_PK WHERE ai.BUSINESS_UNIT = 'Drive' AND aga.GL_ACCOUNT_NUMBER = '1300' AND ai.INVOICE_STATUS IN ('OPEN', 'PAST DUE')"
93,Give me the AR Aging Detail for customer Olo,"SELECT AI.INVOICE_NUMBER, AC.CUSTOMER_NAME, AC.CUSTOMER_NETSUITE_ID, AC.BRAND, AI.INVOICE_TRANSACTION_DATE, AI.INVOICE_MEMO, AI.INVOICE_STATUS, AI.INVOICE_ORIGINAL_AMOUNT_LOCAL, AI.INVOICE_OPEN_AMOUNT_LOCAL, AI.INVOICE_AGING_IN_DAYS, AI.INVOICE_AGING_IN_DAYS_BUCKET FROM FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_INVOICE AI JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_CUSTOMER AC ON AI.AR_CUSTOMER_FK = AC.AR_CUSTOMER_PK JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_GL_ACCOUNT AG ON AI.AR_GL_ACCOUNT_FK = AG.AR_GL_ACCOUNT_PK WHERE AG.GL_ACCOUNT_NUMBER = '1300' AND AI.INVOICE_STATUS IN ('OPEN', 'PAST DUE') AND ( REGEXP_REPLACE(LOWER(AC.CUSTOMER_NAME), '[^a-z0-9]', '') LIKE 'olo%' OR REGEXP_REPLACE(LOWER(AC.BRAND), '[^a-z0-9]', '') LIKE 'olo%' ) AND ai.INVOICE_STATUS IN ('OPEN', 'PAST DUE')"
94,List all customers with AR Balance between 0.01 to 10,"SELECT c.CUSTOMER_NAME, c.BRAND, c.CUSTOMER_NETSUITE_ID, SUM(i.INVOICE_OPEN_AMOUNT_LOCAL) AS ""Total AR Balance"" FROM FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_INVOICE i JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_CUSTOMER c ON i.AR_CUSTOMER_FK = c.AR_CUSTOMER_PK JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_GL_ACCOUNT g ON i.AR_GL_ACCOUNT_FK = g.AR_GL_ACCOUNT_PK WHERE g.GL_ACCOUNT_NUMBER = '1300' AND i.INVOICE_STATUS IN ('OPEN', 'PAST DUE') GROUP BY c.CUSTOMER_NAME, c.BRAND, c.CUSTOMER_NETSUITE_ID HAVING SUM(i.INVOICE_OPEN_AMOUNT_LOCAL) BETWEEN 0.01 AND 10"
95,List all customers with AR Balance greater than 100000,"SELECT c.CUSTOMER_NAME, c.BRAND, c.CUSTOMER_NETSUITE_ID, SUM(i.INVOICE_OPEN_AMOUNT_LOCAL) AS ""Total AR Balance"" FROM FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_INVOICE i JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_CUSTOMER c ON i.AR_CUSTOMER_FK = c.AR_CUSTOMER_PK JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_GL_ACCOUNT g ON i.AR_GL_ACCOUNT_FK = g.AR_GL_ACCOUNT_PK WHERE g.GL_ACCOUNT_NUMBER = '1300' AND i.INVOICE_STATUS IN ('OPEN', 'PAST DUE') GROUP BY c.CUSTOMER_NAME, c.BRAND, c.CUSTOMER_NETSUITE_ID HAVING SUM(i.INVOICE_OPEN_AMOUNT_LOCAL) > 100000 ;"
96,List all Invoices due this week,"SELECT ds.SUBSIDIARY_NAME, ac.CUSTOMER_NETSUITE_ID, ac.CUSTOMER_NAME, ac.BRAND, ai.INVOICE_NUMBER, ai.INVOICE_TRANSACTION_DATE, ai.INVOICE_DUE_DATE, ai.INVOICE_MEMO, ai.INVOICE_STATUS, ai.INVOICE_ORIGINAL_AMOUNT_LOCAL, ai.INVOICE_OPEN_AMOUNT_LOCAL, ai.INVOICE_DUE_AMOUNT_LOCAL, ai.NETSUITE_INVOICE_URL, ai.DELIVERIES_URL, ag.GL_ACCOUNT_AR_CLASSIFICATION FROM FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_INVOICE ai JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_GL_ACCOUNT ag ON ai.AR_GL_ACCOUNT_FK = ag.AR_GL_ACCOUNT_PK JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_CUSTOMER ac ON ai.AR_CUSTOMER_FK = ac.AR_CUSTOMER_PK JOIN FINCOPILOT_CDM_V3.COMMON.DIM_SUBSIDIARY ds ON ai.SUBSIDIARY_FK = ds.SUBSIDIARY_PK WHERE ag.GL_ACCOUNT_NUMBER = '1300' AND ai.INVOICE_DUE_DATE BETWEEN DATE_TRUNC('week', CURRENT_DATE()) AND DATEADD(day, 6, DATE_TRUNC('week', CURRENT_DATE())) AND ai.INVOICE_STATUS IN ('OPEN', 'PAST DUE');"
97,List all invoices for dispatchbilling@olo.com.,"SELECT ds.SUBSIDIARY_NAME, ac.CUSTOMER_NETSUITE_ID, ac.CUSTOMER_NAME, ac.BRAND, ai.INVOICE_NUMBER, ai.INVOICE_TRANSACTION_DATE, ai.INVOICE_DUE_DATE, ai.INVOICE_MEMO, ai.INVOICE_STATUS, ai.INVOICE_ORIGINAL_AMOUNT_LOCAL, ai.INVOICE_OPEN_AMOUNT_LOCAL, ai.INVOICE_DUE_AMOUNT_LOCAL, ai.NETSUITE_INVOICE_URL, ai.DELIVERIES_URL, aga.GL_ACCOUNT_AR_CLASSIFICATION FROM FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_INVOICE ai JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_CUSTOMER ac ON ai.AR_CUSTOMER_FK = ac.AR_CUSTOMER_PK JOIN FINCOPILOT_CDM_V3.COMMON.DIM_SUBSIDIARY ds ON ai.SUBSIDIARY_FK = ds.SUBSIDIARY_PK JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_GL_ACCOUNT aga ON ai.AR_GL_ACCOUNT_FK = aga.AR_GL_ACCOUNT_PK WHERE aga.GL_ACCOUNT_NUMBER = '1300' AND ac.CUSTOMER_EMAIL_ADDRESS ILIKE 'dispatchbilling@olo.com%'"
98,List all invoices for period Dec 2023 for 49 Olo,"SELECT ds.SUBSIDIARY_NAME, ac.CUSTOMER_NETSUITE_ID, ac.CUSTOMER_NAME, ac.BRAND, ai.INVOICE_NUMBER, ai.INVOICE_TRANSACTION_DATE, ai.INVOICE_DUE_DATE, ai.INVOICE_MEMO, ai.INVOICE_STATUS, ai.INVOICE_ORIGINAL_AMOUNT_LOCAL, ai.INVOICE_OPEN_AMOUNT_LOCAL, ai.INVOICE_DUE_AMOUNT_LOCAL, ai.NETSUITE_INVOICE_URL, ai.DELIVERIES_URL, aga.GL_ACCOUNT_AR_CLASSIFICATION FROM FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_INVOICE ai JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_CUSTOMER ac ON ai.AR_CUSTOMER_FK = ac.AR_CUSTOMER_PK JOIN FINCOPILOT_CDM_V3.COMMON.DIM_SUBSIDIARY ds ON ai.SUBSIDIARY_FK = ds.SUBSIDIARY_PK JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_GL_ACCOUNT aga ON ai.AR_GL_ACCOUNT_FK = aga.AR_GL_ACCOUNT_PK WHERE ai.INVOICE_TRANSACTION_DATE BETWEEN '2023-12-01' AND '2023-12-31' AND ( REGEXP_REPLACE(UPPER(ac.CUSTOMER_NAME), '[^A-Z0-9]', '') LIKE '49OLO%' OR REGEXP_REPLACE(UPPER(ac.BRAND), '[^A-Z0-9]', '') LIKE '49OLO%' ) AND aga.GL_ACCOUNT_NUMBER = '1300'"
99,List all invoices with open amount of 229.58,"SELECT ds.SUBSIDIARY_NAME, ac.CUSTOMER_NETSUITE_ID, ac.CUSTOMER_NAME, ac.BRAND, ai.INVOICE_NUMBER, ai.INVOICE_TRANSACTION_DATE, ai.INVOICE_DUE_DATE, ai.INVOICE_MEMO, ai.INVOICE_STATUS, ai.INVOICE_ORIGINAL_AMOUNT_LOCAL, ai.INVOICE_OPEN_AMOUNT_LOCAL, ai.INVOICE_DUE_AMOUNT_LOCAL, ai.NETSUITE_INVOICE_URL, ai.DELIVERIES_URL, aga.GL_ACCOUNT_AR_CLASSIFICATION FROM FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_INVOICE ai JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_CUSTOMER ac ON ai.AR_CUSTOMER_FK = ac.AR_CUSTOMER_PK JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_GL_ACCOUNT aga ON ai.AR_GL_ACCOUNT_FK = aga.AR_GL_ACCOUNT_PK JOIN FINCOPILOT_CDM_V3.COMMON.DIM_SUBSIDIARY ds ON ai.SUBSIDIARY_FK = ds.SUBSIDIARY_PK WHERE ai.INVOICE_OPEN_AMOUNT_LOCAL = 229.58 AND aga.GL_ACCOUNT_NUMBER = '1300'"
100,List all open and due invoices for customer Papa John's,"SELECT ds.SUBSIDIARY_NAME, ac.CUSTOMER_NETSUITE_ID, ac.CUSTOMER_NAME, ac.BRAND, ai.INVOICE_NUMBER, ai.INVOICE_TRANSACTION_DATE, ai.INVOICE_DUE_DATE, ai.INVOICE_MEMO, ai.INVOICE_STATUS, ai.INVOICE_ORIGINAL_AMOUNT_LOCAL, ai.INVOICE_OPEN_AMOUNT_LOCAL, ai.INVOICE_DUE_AMOUNT_LOCAL, ai.NETSUITE_INVOICE_URL, ai.DELIVERIES_URL, aga.GL_ACCOUNT_AR_CLASSIFICATION FROM FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_INVOICE ai JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_CUSTOMER ac ON ai.AR_CUSTOMER_FK = ac.AR_CUSTOMER_PK JOIN FINCOPILOT_CDM_V3.COMMON.DIM_SUBSIDIARY ds ON ai.SUBSIDIARY_FK = ds.SUBSIDIARY_PK JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_GL_ACCOUNT aga ON ai.AR_GL_ACCOUNT_FK = aga.AR_GL_ACCOUNT_PK WHERE (REGEXP_REPLACE(ac.CUSTOMER_NAME, '[^a-zA-Z0-9]', '') ILIKE 'PAPAJOHNS%' OR REGEXP_REPLACE(ac.BRAND, '[^a-zA-Z0-9]', '') ILIKE 'PAPAJOHNS%') AND aga.GL_ACCOUNT_NUMBER = '1300' AND ai.INVOICE_STATUS IN ('OPEN', 'PAST DUE')"
101,"list all open invoices for original amount = 12,340.96","SELECT ds.SUBSIDIARY_NAME, ac.CUSTOMER_NETSUITE_ID, ac.CUSTOMER_NAME, ac.BRAND, ai.INVOICE_NUMBER, ai.INVOICE_TRANSACTION_DATE, ai.INVOICE_DUE_DATE, ai.INVOICE_MEMO, ai.INVOICE_STATUS, ai.INVOICE_ORIGINAL_AMOUNT_LOCAL, ai.INVOICE_OPEN_AMOUNT_LOCAL, ai.INVOICE_DUE_AMOUNT_LOCAL, ai.NETSUITE_INVOICE_URL, ai.DELIVERIES_URL, ag.GL_ACCOUNT_AR_CLASSIFICATION FROM FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_INVOICE ai JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_GL_ACCOUNT ag ON ai.AR_GL_ACCOUNT_FK = ag.AR_GL_ACCOUNT_PK JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_CUSTOMER ac ON ai.AR_CUSTOMER_FK = ac.AR_CUSTOMER_PK JOIN FINCOPILOT_CDM_V3.COMMON.DIM_SUBSIDIARY ds ON ai.SUBSIDIARY_FK = ds.SUBSIDIARY_PK WHERE ai.INVOICE_ORIGINAL_AMOUNT_LOCAL = 12340.96 AND ag.GL_ACCOUNT_NUMBER = '1300' AND ai.INVOICE_STATUS IN ('OPEN', 'PAST DUE');"
102,List all overdue Invoices for McDonalds,"SELECT ds.SUBSIDIARY_NAME, ac.CUSTOMER_NETSUITE_ID, ac.CUSTOMER_NAME, ac.BRAND, ai.INVOICE_NUMBER, ai.INVOICE_TRANSACTION_DATE, ai.INVOICE_DUE_DATE, ai.INVOICE_MEMO, ai.INVOICE_STATUS, ai.INVOICE_ORIGINAL_AMOUNT_LOCAL, ai.INVOICE_OPEN_AMOUNT_LOCAL, ai.INVOICE_DUE_AMOUNT_LOCAL, ai.NETSUITE_INVOICE_URL, ai.DELIVERIES_URL, ag.GL_ACCOUNT_AR_CLASSIFICATION FROM FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_INVOICE ai JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_CUSTOMER ac ON ai.AR_CUSTOMER_FK = ac.AR_CUSTOMER_PK JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_GL_ACCOUNT ag ON ai.AR_GL_ACCOUNT_FK = ag.AR_GL_ACCOUNT_PK JOIN FINCOPILOT_CDM_V3.COMMON.DIM_SUBSIDIARY ds ON ai.SUBSIDIARY_FK = ds.SUBSIDIARY_PK WHERE ag.GL_ACCOUNT_NUMBER = '1300' AND ( REGEXP_REPLACE(ac.CUSTOMER_NAME, '[^a-zA-Z0-9]', '') ILIKE 'McDonalds%' OR REGEXP_REPLACE(ac.BRAND, '[^a-zA-Z0-9]', '') ILIKE 'McDonalds%' ) AND ai.INVOICE_STATUS IN ('PAST DUE')"
103,List all Withholding invoices for Subway for August,"SELECT ds.SUBSIDIARY_NAME, ac.CUSTOMER_NETSUITE_ID, ac.CUSTOMER_NAME, ac.BRAND, ai.INVOICE_NUMBER, ai.INVOICE_TRANSACTION_DATE, ai.INVOICE_DUE_DATE, ai.INVOICE_MEMO, ai.INVOICE_STATUS, ai.INVOICE_ORIGINAL_AMOUNT_LOCAL, ai.INVOICE_OPEN_AMOUNT_LOCAL, ai.INVOICE_DUE_AMOUNT_LOCAL, ai.NETSUITE_INVOICE_URL, ai.DELIVERIES_URL, aga.GL_ACCOUNT_AR_CLASSIFICATION FROM FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_INVOICE ai JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_GL_ACCOUNT aga ON ai.AR_GL_ACCOUNT_FK = aga.AR_GL_ACCOUNT_PK JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_CUSTOMER ac ON ai.AR_CUSTOMER_FK = ac.AR_CUSTOMER_PK JOIN FINCOPILOT_CDM_V3.COMMON.DIM_SUBSIDIARY ds ON ai.SUBSIDIARY_FK = ds.SUBSIDIARY_PK WHERE ai.INVOICE_TRANSACTION_DATE >= '2024-08-01' AND ai.INVOICE_TRANSACTION_DATE < '2024-09-01' AND aga.GL_ACCOUNT_NUMBER = '1312' AND ( REGEXP_REPLACE(ac.CUSTOMER_NAME, '[^a-zA-Z0-9]', '') ILIKE 'Subway%' OR REGEXP_REPLACE(ac.BRAND, '[^a-zA-Z0-9]', '') ILIKE 'Subway%' )"
104,List Invoices for Drive for last 24 months,"SELECT ds.SUBSIDIARY_NAME, ac.CUSTOMER_NETSUITE_ID, ac.CUSTOMER_NAME, ac.BRAND, ai.INVOICE_NUMBER, ai.INVOICE_TRANSACTION_DATE, ai.INVOICE_DUE_DATE, ai.INVOICE_MEMO, ai.INVOICE_STATUS, ai.INVOICE_ORIGINAL_AMOUNT_LOCAL, ai.INVOICE_OPEN_AMOUNT_LOCAL, ai.INVOICE_DUE_AMOUNT_LOCAL, ai.NETSUITE_INVOICE_URL, ai.DELIVERIES_URL, ag.GL_ACCOUNT_AR_CLASSIFICATION 
FROM FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_INVOICE ai 
JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_CUSTOMER ac ON ai.AR_CUSTOMER_FK = ac.AR_CUSTOMER_PK 
JOIN FINCOPILOT_CDM_V3.COMMON.DIM_SUBSIDIARY ds ON ai.SUBSIDIARY_FK = ds.SUBSIDIARY_PK 
JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_GL_ACCOUNT ag ON ai.AR_GL_ACCOUNT_FK = ag.AR_GL_ACCOUNT_PK WHERE ai.BUSINESS_UNIT = 'Drive' AND ai.INVOICE_TRANSACTION_DATE >= DATEADD(month, -24, CURRENT_DATE()) AND ag.GL_ACCOUNT_NUMBER = '1300';"
105,List Invoices for Subway. Include all Invoice details.,"SELECT ds.SUBSIDIARY_NAME, ac.CUSTOMER_NETSUITE_ID, ac.CUSTOMER_NAME, ac.BRAND, ai.INVOICE_NUMBER, ai.INVOICE_TRANSACTION_DATE, ai.INVOICE_DUE_DATE, ai.INVOICE_MEMO, ai.INVOICE_STATUS, ai.INVOICE_ORIGINAL_AMOUNT_LOCAL, ai.INVOICE_OPEN_AMOUNT_LOCAL, ai.INVOICE_DUE_AMOUNT_LOCAL, ai.NETSUITE_INVOICE_URL, ai.DELIVERIES_URL, aga.GL_ACCOUNT_AR_CLASSIFICATION FROM FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_INVOICE ai JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_CUSTOMER ac ON ai.AR_CUSTOMER_FK = ac.AR_CUSTOMER_PK JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_GL_ACCOUNT aga ON ai.AR_GL_ACCOUNT_FK = aga.AR_GL_ACCOUNT_PK JOIN FINCOPILOT_CDM_V3.COMMON.DIM_SUBSIDIARY ds ON ai.SUBSIDIARY_FK = ds.SUBSIDIARY_PK WHERE ( REGEXP_REPLACE(ac.CUSTOMER_NAME, '[^a-zA-Z0-9]', '') ILIKE 'Subway%' OR REGEXP_REPLACE(ac.BRAND, '[^a-zA-Z0-9]', '') ILIKE 'Subway%' ) AND aga.GL_ACCOUNT_NUMBER = '1300';"
106,"List Invoices for Walmart for Subsidiary Door Dash, Inc.","SELECT ds.SUBSIDIARY_NAME, ac.CUSTOMER_NETSUITE_ID, ac.CUSTOMER_NAME, ac.BRAND, ai.INVOICE_NUMBER, ai.INVOICE_TRANSACTION_DATE, ai.INVOICE_DUE_DATE, ai.INVOICE_MEMO, ai.INVOICE_STATUS, ai.INVOICE_ORIGINAL_AMOUNT_LOCAL, ai.INVOICE_OPEN_AMOUNT_LOCAL, ai.INVOICE_DUE_AMOUNT_LOCAL, ai.NETSUITE_INVOICE_URL, ai.DELIVERIES_URL, ag.GL_ACCOUNT_AR_CLASSIFICATION FROM FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_INVOICE ai JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_CUSTOMER ac ON ai.AR_CUSTOMER_FK = ac.AR_CUSTOMER_PK JOIN FINCOPILOT_CDM_V3.COMMON.DIM_SUBSIDIARY ds ON ai.SUBSIDIARY_FK = ds.SUBSIDIARY_PK JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_GL_ACCOUNT ag ON ai.AR_GL_ACCOUNT_FK = ag.AR_GL_ACCOUNT_PK WHERE ag.GL_ACCOUNT_NUMBER = '1300' AND ds.SUBSIDIARY_NAME = 'DoorDash, Inc.' AND ( REGEXP_REPLACE(ac.CUSTOMER_NAME, '[^a-zA-Z0-9]', '') ILIKE 'Walmart%' OR REGEXP_REPLACE(ac.BRAND, '[^a-zA-Z0-9]', '') ILIKE 'Walmart%' )"
107,List Invoices related to Opportunity ID 006Kd00000XC4bBIAT,"SELECT DS.SUBSIDIARY_NAME, AC.CUSTOMER_NETSUITE_ID, AC.CUSTOMER_NAME, AC.BRAND, AI.INVOICE_NUMBER, AI.INVOICE_TRANSACTION_DATE, AI.INVOICE_DUE_DATE, AI.INVOICE_MEMO, AI.INVOICE_STATUS, AI.INVOICE_ORIGINAL_AMOUNT_LOCAL, AI.INVOICE_OPEN_AMOUNT_LOCAL, AI.INVOICE_DUE_AMOUNT_LOCAL, AI.NETSUITE_INVOICE_URL, AI.DELIVERIES_URL, AGA.GL_ACCOUNT_AR_CLASSIFICATION FROM FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_INVOICE AI JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_CUSTOMER AC ON AI.AR_CUSTOMER_FK = AC.AR_CUSTOMER_PK JOIN FINCOPILOT_CDM_V3.COMMON.DIM_SUBSIDIARY DS ON AI.SUBSIDIARY_FK = DS.SUBSIDIARY_PK JOIN FINCOPILOT_CDM_V3.ACCOUNTS_RECEIVABLE.AR_GL_ACCOUNT AGA ON AI.AR_GL_ACCOUNT_FK = AGA.AR_GL_ACCOUNT_PK WHERE AI.CRM_OPPORTUNITY_ID = '006Kd00000XC4bBIAT' AND AGA.GL_ACCOUNT_NUMBER = '1300';"
